User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
3924,84.11,99.25,67,7,highly active,7
1862,95.8,95.75,10915,5,sedentary,2
1253,80.39,96.07,14029,6,highly active,8
1180,68.51,99.22,4330,4,highly active,5
4901,94.14,99.89,942,6,sedentary,3
1680,72.29,99.95,16564,7,highly active,4
4580,75.21,96.23,457,7,active,2
4832,82.98,98.84,569,6,active,8
1699,64.24,95.1,5836,8,active,7
3613,46.92,97.05,5343,7,active,3
2349,97.05,100.0,6218,8,sedentary,2
4896,67.87,99.44,362,4,sedentary,2
2673,65.55,93.83,6078,6,active,3
3727,54.79,97.56,1150,5,active,9
3438,62.68,95.73,2922,10,sedentary,7
2638,52.08,94.06,6113,7,sedentary,8
2957,55.43,96.61,1637,7,highly active,2
4156,75.03,97.76,5473,8,highly active,6
4388,51.31,97.28,8780,7,active,4
1211,52.97,98.28,476,7,active,10
2538,78.11,99.0,6763,6,sedentary,4
1383,75.21,98.73,4985,4,sedentary,10
2714,80.35,97.88,718,8,highly active,8
1341,69.87,98.64,8577,5,highly active,6
2838,72.22,95.1,2606,8,highly active,1
2987,86.7,95.44,1409,8,sedentary,6
1843,66.77,95.78,2323,3,highly active,6
4109,85.65,98.02,5531,8,sedentary,6
2534,68.7,99.66,6073,7,sedentary,7
1419,62.69,98.01,1301,5,active,6
3798,58.89,98.82,19312,4,sedentary,2
4240,50.15,94.73,2792,6,sedentary,6
2988,56.39,98.63,2187,6,sedentary,10
2932,48.4,99.56,1447,8,highly active,7
1305,74.88,99.82,7862,4,active,2
4613,69.18,97.69,10826,7,active,8
3749,64.63,98.2,3593,7,active,1
1868,73.78,97.26,3748,8,highly active,2
2135,58.27,94.97,1568,7,sedentary,4
2434,81.95,98.01,2771,6,highly active,2
1205,70.12,97.03,1520,2,highly active,2
4256,79.45,96.85,2325,8,highly active,2
4453,74.52,95.68,7626,6,highly active,6
1495,53.72,100.0,2586,7,sedentary,7
4450,94.51,97.28,14585,7,sedentary,5
4118,74.83,96.55,349,5,active,8
2909,69.48,99.59,3067,6,highly active,2
4811,83.74,97.99,13798,6,highly active,1
4622,57.64,98.01,6799,7,sedentary,7
4599,51.39,94.15,10317,7,highly active,5
3551,83.35,97.72,2737,7,highly active,4
2045,92.2,99.06,3227,9,active,5
1212,79.3,97.81,15339,8,highly active,4
1309,87.09,95.14,9692,8,sedentary,1
3708,56.01,98.01,3395,8,highly active,8
2991,69.61,96.41,1698,7,highly active,5
3800,65.13,100.0,787,8,active,8
1271,90.41,97.67,13855,8,highly active,8
4642,82.41,98.99,8373,7,sedentary,4
2822,90.47,100.0,6544,8,active,9
3985,65.73,98.54,10491,5,sedentary,7
4273,58.03,97.88,17255,8,highly active,4
3079,94.94,99.46,10036,5,active,6
1442,75.39,97.4,3821,5,sedentary,6
3209,90.97,98.39,1359,6,active,5
3814,74.03,97.62,8758,7,sedentary,7
1253,108.06,98.07,1983,7,highly active,9
1520,92.67,99.67,10683,8,sedentary,4
1976,72.6,95.58,2895,6,sedentary,2
4722,75.31,97.08,1194,9,active,3
4551,75.36,96.99,2057,9,sedentary,9
1009,75.21,99.96,2171,7,active,6
3773,67.77,97.74,3333,5,active,8
3552,66.63,96.14,2082,10,highly active,9
3832,78.49,94.05,1789,9,sedentary,6
4907,62.77,100.0,3480,7,sedentary,4
3483,69.51,97.61,511,7,sedentary,5
2134,76.14,97.82,2459,6,sedentary,8
1152,97.02,100.0,5784,8,highly active,7
2658,91.43,98.87,14527,7,sedentary,4
3916,74.22,99.18,3002,5,highly active,4
4173,75.21,94.44,11195,5,highly active,10
3800,65.3,99.43,3262,9,active,10
2856,107.3,97.07,13353,6,sedentary,10
2214,67.1,99.47,4252,3,sedentary,2
2752,68.14,99.61,5893,6,sedentary,10
3610,101.32,96.74,5761,6,sedentary,5
4875,89.54,97.97,889,9,active,8
2104,68.35,98.46,3069,9,highly active,10
2538,86.41,96.55,1936,5,sedentary,6
1894,71.41,96.54,8042,7,sedentary,10
2111,72.41,98.9,18989,8,active,7
4265,62.92,100.0,1672,6,highly active,6
1103,40.0,95.67,670,7,highly active,8
4854,75.21,99.02,4945,8,sedentary,8
4494,81.29,99.35,255,8,active,9
2914,77.3,98.92,17823,9,sedentary,10
4269,91.29,98.62,19711,6,sedentary,4
4072,56.95,95.12,13299,8,highly active,7
2006,101.8,100.0,2305,6,highly active,2
1406,100.42,97.8,914,8,highly active,9
2401,75.53,97.44,6284,6,active,10
1166,64.71,99.37,2314,7,active,10
1508,65.48,94.32,1577,6,sedentary,1
2661,77.97,99.56,7177,7,sedentary,2
3360,103.24,99.95,9715,5,active,5
4664,73.58,95.54,5245,6,sedentary,4
1762,103.43,97.85,5030,5,active,5
1680,68.99,98.77,6409,6,highly active,8
3524,96.81,95.01,373,4,highly active,2
3120,84.39,100.0,4107,7,sedentary,9
2164,72.77,99.4,6385,8,highly active,7
1581,89.49,95.91,971,4,highly active,2
1261,63.98,97.0,4170,5,highly active,5
2363,70.64,100.0,2980,5,sedentary,4
3292,75.21,96.7,4705,7,active,10
2538,83.22,98.43,3889,5,sedentary,7
4408,83.1,97.21,1957,7,sedentary,8
2099,69.56,98.96,3198,8,active,2
1174,54.0,99.05,6747,6,active,6
3156,85.6,99.85,10632,7,active,9
3230,58.1,99.48,659,6,highly active,3
1191,78.73,98.94,151,7,sedentary,3
1064,91.72,95.57,5052,7,active,8
4920,56.6,97.48,553,4,active,2
4010,78.63,98.4,15560,9,sedentary,6
4854,60.34,99.58,8783,9,highly active,6
4171,75.21,97.81,223,7,highly active,10
2567,64.39,100.0,4292,8,highly active,8
3911,62.84,99.78,569,8,highly active,4
2151,71.92,98.01,18480,8,active,6
4523,68.6,95.68,6638,6,active,5
2937,81.35,99.7,1192,9,sedentary,2
1368,87.13,100.0,5757,6,sedentary,9
1850,52.06,98.01,883,7,highly active,9
1042,71.24,98.85,1102,8,highly active,6
4490,58.72,95.12,14375,8,sedentary,1
3535,51.47,100.0,5523,6,sedentary,8
1077,50.36,97.3,2781,7,active,8
3873,67.21,100.0,5,4,sedentary,9
2293,80.84,98.69,5033,2,highly active,9
1673,59.21,100.0,2872,6,highly active,1
1700,57.69,98.68,4636,10,sedentary,1
1758,78.59,98.01,743,8,sedentary,10
2923,68.52,99.54,17863,7,active,9
3775,75.21,97.1,2092,5,highly active,9
4386,75.21,95.92,20763,8,sedentary,9
3972,47.13,100.0,4753,5,sedentary,8
4922,84.19,98.25,13601,5,active,5
1901,46.65,99.33,6026,8,sedentary,5
3936,53.31,98.92,13024,5,sedentary,1
2191,70.73,99.5,1445,5,active,2
3386,84.02,97.9,3058,7,highly active,1
3240,59.79,100.0,2458,6,sedentary,2
2476,94.77,100.0,20527,9,sedentary,9
3330,52.26,97.12,3514,7,active,2
1389,87.45,95.84,7369,4,active,6
1999,88.25,100.0,12636,8,active,7
1524,40.0,97.4,3504,7,active,4
2855,70.17,97.14,362,6,highly active,7
2506,79.18,98.83,7478,7,highly active,8
3763,107.03,100.0,881,7,active,1
4663,94.34,100.0,10341,5,active,9
1890,106.61,95.13,3175,8,highly active,6
2481,88.68,100.0,14283,8,active,8
4160,59.33,97.4,1837,7,active,9
4731,71.03,100.0,10160,8,active,10
4166,88.69,96.07,9276,7,active,4
1451,79.77,99.12,10090,8,active,3
3475,76.59,98.04,605,8,sedentary,8
4222,63.36,94.21,11604,5,active,2
2537,92.48,96.93,2121,4,highly active,9
4447,92.27,100.0,6248,6,sedentary,5
4093,90.63,99.13,858,7,active,2
1882,79.38,97.85,5717,5,active,8
1312,75.15,99.62,16582,7,sedentary,4
1839,91.86,95.04,1365,7,active,10
3566,89.05,97.61,13519,6,sedentary,8
4277,61.61,96.25,4002,6,sedentary,1
1374,79.75,94.48,2724,5,highly active,7
4697,64.9,98.92,5263,3,sedentary,10
4855,88.55,97.42,1561,5,sedentary,2
4062,85.76,97.01,19706,10,active,3
1594,68.76,95.18,1904,5,sedentary,5
4250,54.65,97.69,6187,6,highly active,2
2233,83.79,99.23,5724,8,sedentary,5
1463,78.83,100.0,13377,7,sedentary,4
1044,84.62,95.03,1417,9,active,4
4195,57.52,93.98,11890,5,active,8
1112,74.28,98.15,1628,7,active,10
2035,73.33,99.3,279,6,highly active,7
4197,61.7,99.03,20158,5,active,4
4636,81.6,95.38,7099,7,sedentary,7
3378,81.02,97.56,6969,7,highly active,8
2924,70.59,98.6,4978,7,active,2
4354,74.81,99.64,1049,8,active,1
1139,105.79,94.27,8571,6,highly active,7
2424,75.21,97.96,5119,5,highly active,1
3949,58.03,98.61,2678,4,highly active,1
4168,57.67,95.9,2667,6,highly active,9
1516,78.74,98.48,15404,4,sedentary,6
3616,40.0,96.47,15430,5,highly active,6
2947,67.35,99.41,2247,5,highly active,3
3893,60.47,100.0,11064,6,active,4
4140,74.14,96.01,1799,9,sedentary,3
3165,74.2,96.02,11550,6,highly active,10
1887,80.17,100.0,945,9,sedentary,1
4130,84.23,98.76,9936,7,highly active,2
4104,92.13,98.91,5679,6,sedentary,4
1835,69.7,95.68,876,6,active,4
1049,65.01,98.84,6695,4,active,8
4951,87.79,98.12,1496,6,active,3
4560,50.12,99.82,1511,5,highly active,4
1018,86.36,99.31,4151,7,sedentary,8
3244,81.74,96.67,15594,6,sedentary,3
4962,80.47,99.54,12260,6,active,10
2473,77.05,98.92,13333,8,sedentary,7
3606,77.66,94.81,4814,5,sedentary,5
4750,58.34,96.29,3287,5,sedentary,9
3336,101.66,94.37,590,8,highly active,1
2107,90.91,100.0,5636,10,highly active,8
3438,76.19,94.65,2417,3,active,6
4662,82.9,96.51,1307,7,active,2
1214,93.09,96.58,7982,6,active,9
2549,72.71,96.89,3143,7,highly active,7
3262,82.16,97.32,2521,8,active,3
4474,85.66,98.82,1240,4,sedentary,3
1127,89.02,100.0,5362,6,sedentary,9
2845,71.98,98.01,6212,7,highly active,9
4548,94.23,95.95,4097,7,active,7
1759,53.66,99.77,85,6,active,3
3451,58.06,100.0,4736,8,highly active,6
4100,82.21,95.15,2222,8,active,7
2815,81.81,98.01,1045,3,sedentary,1
3385,71.48,99.04,4978,9,highly active,7
3878,68.37,97.76,7787,5,sedentary,4
3761,68.57,94.65,5120,7,highly active,8
1360,61.51,100.0,6669,6,active,2
1568,74.33,93.11,6530,8,active,8
2415,51.66,93.5,929,8,sedentary,7
3265,91.98,98.63,1702,7,active,1
2597,80.73,97.25,67,7,sedentary,5
3064,74.44,98.42,11801,4,active,1
3369,76.88,100.0,10638,6,highly active,6
1517,64.51,96.68,8546,8,sedentary,10
4641,56.35,99.44,4182,5,sedentary,5
2348,60.23,99.21,6137,8,highly active,10
2435,68.61,97.52,1443,5,active,10
2341,61.75,100.0,785,6,highly active,5
1680,95.23,98.06,3034,7,active,10
2988,64.42,96.9,12224,8,active,6
4153,80.9,98.14,5811,6,highly active,5
4545,83.77,93.25,10103,7,sedentary,3
2491,93.56,94.19,15472,7,highly active,2
2731,85.22,97.85,5755,6,active,5
2968,72.4,99.08,3204,5,highly active,10
4802,100.59,95.78,13550,7,sedentary,10
2712,56.34,94.32,1826,7,sedentary,10
4275,60.9,96.72,176,6,sedentary,9
4654,75.21,97.61,364,7,highly active,9
4066,76.29,100.0,6110,7,active,4
3434,87.26,98.9,15601,4,sedentary,9
1777,77.41,99.24,5815,6,sedentary,9
3145,80.54,100.0,3684,5,sedentary,4
4416,89.94,100.0,6024,5,active,1
2826,77.11,99.71,7784,5,highly active,1
1207,85.19,99.74,9946,8,sedentary,10
2537,63.67,96.55,2986,7,highly active,7
2659,64.65,97.39,3425,5,active,8
4863,88.22,96.56,167,7,sedentary,4
3633,76.82,99.41,7341,7,highly active,1
3213,77.54,99.02,10496,6,sedentary,5
1021,64.6,100.0,5006,5,sedentary,6
1153,68.87,99.95,3307,5,sedentary,4
2962,79.3,98.01,2836,4,sedentary,9
4510,70.48,98.89,7250,10,highly active,10
4366,62.07,100.0,2811,6,active,1
1218,62.25,97.76,6398,5,sedentary,4
1668,65.44,98.22,18318,6,active,10
2518,75.21,97.51,2810,4,active,7
3277,70.85,98.39,495,6,sedentary,2
3067,98.53,98.56,14501,7,active,10
3600,88.86,99.97,2237,7,highly active,10
3195,102.94,98.01,12833,8,sedentary,2
4179,73.27,95.54,3897,6,sedentary,4
1402,82.13,95.68,6926,5,highly active,4
1595,79.93,99.98,2276,7,highly active,9
4554,82.09,95.13,615,9,active,5
3414,63.77,99.06,5223,7,sedentary,10
4905,70.43,96.28,3870,5,highly active,5
4380,81.11,98.89,6370,6,active,3
3849,75.05,100.0,9625,5,highly active,7
3965,46.77,98.92,1017,6,active,5
4906,82.7,97.17,9003,7,active,10
2157,78.25,96.69,406,8,sedentary,2
2742,100.56,96.23,6646,6,sedentary,6
2306,88.91,97.57,4978,4,sedentary,6
4849,91.69,99.76,4619,7,sedentary,3
1072,58.07,98.24,1695,6,sedentary,5
1480,91.77,97.64,4105,7,highly active,2
4423,72.08,94.71,12877,7,active,5
1559,64.62,95.41,8772,7,sedentary,2
4397,40.0,95.88,6510,6,highly active,2
1744,94.7,97.29,8285,8,sedentary,1
2466,70.73,97.81,12579,5,active,4
1099,73.17,100.0,1153,7,active,8
2082,79.82,98.45,12913,7,active,3
3555,102.93,98.01,11500,6,highly active,5
3305,71.61,99.66,4544,8,active,2
1412,74.77,99.92,3609,6,active,7
4523,89.53,98.25,18875,10,active,4
2088,70.81,97.66,11981,7,highly active,3
2177,42.17,98.43,7186,8,highly active,1
3008,95.04,95.55,224,9,active,3
3313,78.58,97.3,1170,7,highly active,2
1820,83.19,98.01,12016,8,active,5
4150,67.71,97.21,7132,9,sedentary,1
4386,85.2,99.09,1545,7,active,5
1661,66.24,95.06,84,5,sedentary,3
3994,77.44,99.74,2135,9,active,6
1559,76.62,97.21,1036,7,sedentary,4
3964,91.94,96.87,14625,7,sedentary,2
3938,84.71,99.66,15006,7,sedentary,8
2271,65.6,97.89,12931,5,sedentary,4
2813,84.02,96.85,696,7,sedentary,3
3915,69.49,97.71,1016,7,highly active,9
1609,62.82,97.71,1019,6,sedentary,10
3461,83.26,96.98,2093,6,active,7
1024,77.91,98.65,530,6,highly active,10
1283,67.27,99.66,13525,8,highly active,6
2472,86.18,94.75,502,7,highly active,3
3928,80.84,98.11,1086,8,highly active,3
1300,81.47,100.0,2130,6,sedentary,8
2091,102.68,96.94,10442,8,sedentary,7
1816,73.25,100.0,6969,6,active,7
4208,68.94,93.33,17028,6,sedentary,2
4235,64.8,100.0,259,7,active,4
1082,68.1,99.05,1231,4,active,7
2920,51.01,98.0,1473,6,sedentary,7
4491,84.87,97.42,6742,6,highly active,7
4144,98.02,95.88,1647,5,sedentary,6
4308,75.83,97.31,4613,7,active,8
3093,64.46,97.25,8096,5,sedentary,10
1617,40.0,98.01,6334,7,highly active,7
3975,100.56,98.53,2399,6,highly active,3
4871,54.92,98.15,3743,6,sedentary,2
3309,52.92,98.43,2907,5,sedentary,8
1175,70.54,100.0,13396,8,highly active,5
2189,74.37,97.43,3812,6,sedentary,5
3704,75.16,100.0,446,5,highly active,1
1841,62.18,100.0,6761,6,highly active,6
1369,81.24,93.87,1542,9,active,2
2818,67.17,95.63,2894,7,active,6
3101,67.55,95.49,2779,8,highly active,7
1689,75.21,100.0,526,4,highly active,9
4490,64.85,97.91,21104,6,sedentary,10
2779,56.19,97.15,5544,5,sedentary,3
4578,57.16,95.43,1189,6,highly active,2
2364,58.42,100.0,5680,5,active,1
4198,81.84,97.26,4205,8,sedentary,2
2432,80.99,93.79,2960,8,active,3
4995,70.97,100.0,4477,5,highly active,7
1366,71.71,97.93,7753,6,active,10
4342,92.51,100.0,1558,7,sedentary,9
1643,82.71,98.0,5404,8,active,1
4676,98.47,96.98,11736,8,active,7
3426,66.34,97.96,1762,7,sedentary,1
1072,57.53,98.87,5073,9,sedentary,4
4993,74.69,94.37,11284,6,sedentary,7
3962,62.96,93.5,6293,5,active,7
2271,82.33,98.11,9679,5,highly active,1
1859,64.42,98.73,5220,5,sedentary,1
1042,82.29,96.02,1297,9,active,7
3671,71.61,96.96,8900,7,highly active,5
2064,49.7,98.14,42,9,active,7
3217,61.15,98.62,940,7,highly active,2
3259,97.78,97.82,8956,7,active,6
2516,101.18,96.63,9971,4,sedentary,8
4751,113.9,98.01,281,8,highly active,5
3086,81.01,96.21,2844,6,active,1
1368,58.65,96.04,880,8,sedentary,8
3804,95.09,97.29,15460,8,highly active,2
1150,71.04,100.0,4234,7,sedentary,3
2134,64.77,99.34,4090,7,sedentary,8
2503,80.02,97.89,12156,7,active,10
2459,103.45,95.89,8321,7,active,2
2070,73.42,96.24,17884,9,sedentary,5
2023,75.26,97.44,19539,7,sedentary,8
2598,52.02,98.01,2630,7,active,2
3784,76.62,97.01,7316,4,highly active,5
3040,84.98,100.0,5463,7,highly active,9
2389,73.69,100.0,6341,5,active,10
1569,74.8,96.47,6872,6,highly active,9
1943,59.26,99.82,15781,4,active,10
1801,40.83,96.95,1058,7,sedentary,6
3343,73.45,96.44,3867,7,highly active,2
3250,71.62,96.15,2418,8,highly active,2
1060,83.55,99.12,5648,6,highly active,9
4010,94.44,100.0,3722,7,sedentary,3
4901,44.15,100.0,6470,5,active,7
2337,112.81,99.08,1065,4,sedentary,4
2073,84.96,98.22,4353,6,highly active,8
1330,71.03,96.16,17321,8,highly active,5
2551,97.15,99.56,18860,7,highly active,9
4997,66.83,97.19,10245,6,sedentary,3
2327,77.96,93.87,4978,7,active,5
2526,76.01,97.35,5308,9,sedentary,9
2673,97.71,98.01,9230,8,sedentary,6
2361,92.71,100.0,2802,6,highly active,3
2573,85.23,93.24,16199,7,active,4
3686,70.85,100.0,10587,4,active,4
1274,89.42,97.45,10279,3,highly active,9
2187,66.03,97.95,150,6,active,8
4514,86.58,99.72,1422,8,highly active,7
3366,64.07,97.72,8753,7,sedentary,3
3636,79.41,96.49,5774,5,active,1
3551,53.16,96.85,6047,8,sedentary,10
4757,90.53,96.31,104,9,highly active,4
3434,68.33,98.27,4084,4,highly active,3
2993,54.46,100.0,10807,6,highly active,8
1869,60.55,99.72,7625,6,active,5
3880,70.4,98.19,5947,7,active,2
2014,61.32,96.68,8349,6,sedentary,8
1602,70.83,100.0,13258,6,active,3
2799,70.76,99.5,2575,7,highly active,8
1690,85.76,98.85,3194,5,sedentary,3
1493,75.13,96.55,5158,7,highly active,9
1489,71.11,98.48,655,4,highly active,2
3768,59.39,97.17,6258,9,highly active,3
4144,76.02,96.26,4226,8,highly active,10
3556,86.03,96.05,9959,6,sedentary,7
4690,74.81,95.66,480,8,highly active,9
4928,66.73,100.0,15748,7,sedentary,6
1294,104.04,96.09,494,4,active,2
2392,79.68,100.0,18348,7,active,5
3843,76.35,98.77,4817,8,highly active,4
3912,67.71,94.57,406,3,highly active,6
2717,88.26,96.34,941,7,active,4
3596,74.99,98.68,5329,5,highly active,9
1648,74.03,96.66,111,8,sedentary,1
2873,73.9,98.39,17267,6,sedentary,10
1567,58.41,94.27,11137,6,highly active,1
4258,97.44,98.01,4916,8,active,5
3900,88.79,97.75,18249,5,highly active,6
3817,75.13,100.0,2105,7,active,10
1444,73.45,96.65,13441,7,highly active,3
4641,61.78,98.01,11448,6,active,7
1362,52.86,100.0,6103,5,highly active,9
3170,61.79,100.0,2688,5,active,6
2211,92.15,100.0,5720,6,highly active,7
3041,91.24,98.86,619,7,sedentary,4
1679,74.55,96.82,1571,6,sedentary,9
4697,63.99,98.01,7942,6,active,6
4323,78.7,96.4,1258,5,sedentary,1
2572,63.49,99.9,18465,5,active,7
2358,68.2,94.88,581,6,active,9
4601,79.24,96.01,2311,6,active,2
4937,77.81,99.38,2586,6,highly active,8
1062,81.95,98.77,322,8,active,4
4733,90.51,98.42,4816,7,highly active,10
2162,59.49,100.0,1229,6,sedentary,10
4769,77.82,96.69,6020,5,highly active,9
4256,62.39,98.47,2246,7,sedentary,6
2228,43.96,97.57,132,4,highly active,6
4285,82.75,97.32,8816,7,highly active,4
1255,80.2,94.61,9308,8,sedentary,4
1134,82.58,99.16,7613,7,highly active,5
4644,91.72,96.75,1086,6,sedentary,2
1874,60.46,97.31,1621,9,highly active,3
1821,69.18,99.26,3411,6,sedentary,6
4907,81.74,93.63,7815,6,sedentary,2
4035,93.43,98.71,4089,4,sedentary,2
4278,66.83,96.64,4641,5,highly active,8
4200,85.83,97.34,17876,7,sedentary,7
1822,63.46,99.11,1531,5,sedentary,4
4074,84.68,96.0,2709,6,highly active,6
1973,41.49,98.69,3244,5,sedentary,1
3981,97.84,98.09,15954,7,sedentary,9
2777,58.65,97.92,10497,5,sedentary,9
1120,77.53,97.48,6255,7,active,5
2637,75.21,99.27,1581,5,highly active,8
4109,101.39,94.54,2811,8,active,7
2364,106.55,99.54,18560,6,sedentary,3
2007,85.33,97.3,16873,5,active,6
1924,75.25,94.59,3837,7,sedentary,3
1644,72.23,97.58,2757,9,sedentary,8
3032,83.61,95.96,15115,6,highly active,7
3761,86.19,100.0,4137,4,sedentary,2
3907,44.8,95.12,276,8,sedentary,10
3068,70.73,98.4,2970,9,active,4
1241,66.23,98.46,6543,6,sedentary,5
3502,64.06,98.77,20251,5,active,6
4010,64.35,99.3,3869,7,active,5
3668,55.59,96.99,1922,4,sedentary,10
3350,98.25,95.67,3397,10,active,4
2619,66.19,93.78,411,6,highly active,3
4666,72.83,98.31,16037,7,active,2
1802,70.31,96.91,238,7,highly active,10
1963,75.21,100.0,7,6,sedentary,1
1068,81.25,99.25,6666,6,highly active,8
2152,70.32,100.0,1171,5,highly active,4
1195,84.08,95.04,2458,5,highly active,9
3187,98.55,96.07,4727,7,highly active,1
4515,58.5,98.89,10995,9,highly active,5
3330,79.84,100.0,3432,8,sedentary,2
1745,57.37,98.86,4226,6,sedentary,10
4606,84.69,98.06,17679,9,sedentary,6
2688,71.07,99.71,4215,5,highly active,9
4086,98.69,96.76,5082,4,highly active,5
4390,74.99,99.15,7865,8,highly active,8
2913,71.75,99.41,1132,3,highly active,5
3099,100.99,97.92,6389,7,active,1
4927,66.31,96.32,1786,5,active,7
3200,78.97,100.0,2594,4,highly active,7
2772,74.02,95.33,12748,6,highly active,2
2334,92.92,98.22,8023,5,active,7
2837,94.08,98.79,2367,4,sedentary,9
3591,83.14,96.78,33,7,highly active,5
1566,67.08,100.0,5303,6,active,6
4935,72.65,97.84,2015,4,active,4
4460,56.55,97.1,201,4,active,2
2571,78.73,98.01,458,7,active,7
1621,62.9,100.0,7830,7,sedentary,6
3025,108.58,97.7,3744,3,highly active,5
2200,66.79,94.85,2131,5,highly active,4
4433,90.39,96.06,14824,6,active,10
1313,97.93,100.0,12204,7,highly active,6
3854,87.43,95.97,4394,7,active,4
3895,67.4,98.78,2257,7,highly active,8
3144,66.33,99.2,4953,5,highly active,5
2236,104.61,96.55,76,6,active,6
3876,79.55,98.44,6637,6,highly active,6
1136,69.92,99.12,8668,4,sedentary,3
2029,61.95,94.8,11880,7,sedentary,9
4058,65.7,93.62,1709,4,active,5
3156,85.65,100.0,1592,5,active,7
3594,109.69,99.16,1701,8,highly active,8
4110,73.22,98.64,18759,6,highly active,7
1661,92.98,96.49,1064,8,highly active,4
3472,88.48,100.0,10127,6,sedentary,9
3308,89.99,98.12,20469,8,sedentary,3
4497,90.45,97.41,3692,6,sedentary,10
1086,88.75,98.77,12800,7,sedentary,6
3512,68.81,98.53,7764,6,sedentary,7
3123,85.76,98.01,14199,7,highly active,7
3518,92.84,94.83,1230,6,active,9
3461,89.34,98.48,10135,6,active,6
3872,91.17,97.68,6183,7,sedentary,10
3942,71.95,99.41,5437,6,highly active,1
3773,91.09,100.0,9137,7,highly active,2
3504,94.35,95.49,2232,4,highly active,4
2308,68.15,98.93,543,8,highly active,7
4310,54.24,95.13,4882,4,active,9
2700,99.53,100.0,2518,6,active,9
4670,68.06,96.03,2074,6,highly active,3
3719,78.18,96.84,1543,9,sedentary,1
4629,70.95,98.56,1880,8,active,6
4443,46.11,98.59,2844,4,sedentary,10
1494,88.38,99.2,4810,5,highly active,10
2647,88.0,100.0,14234,4,sedentary,7
2519,59.53,97.42,1358,5,active,10
2068,74.62,96.67,6699,6,active,9
2424,59.74,96.12,3218,8,active,6
4318,62.12,98.29,11159,6,active,3
4687,65.97,97.99,6447,6,highly active,10
1596,75.21,95.23,11096,7,sedentary,6
1449,105.17,99.44,13522,5,highly active,8
1484,68.8,97.14,17023,6,sedentary,8
3667,86.96,97.68,6752,10,sedentary,10
4089,43.05,98.01,7104,8,highly active,9
2629,54.22,98.55,1060,9,sedentary,4
1661,105.69,100.0,777,7,active,8
1757,67.41,98.84,4681,7,highly active,9
4485,80.05,96.45,1997,4,active,1
1720,43.08,99.28,2774,3,active,4
1637,64.77,100.0,8431,5,active,6
3282,85.9,98.7,1665,8,active,8
3463,60.93,100.0,5158,6,highly active,3
3985,69.33,98.21,5415,8,active,3
1498,56.94,100.0,17418,8,sedentary,2
4021,62.39,99.39,3602,5,active,2
1633,67.1,97.4,1655,9,active,6
2673,47.11,97.27,1337,5,sedentary,1
3030,92.57,99.18,2429,6,active,5
4067,54.17,97.24,2289,5,highly active,2
1114,72.41,98.45,9710,7,sedentary,9
3979,63.83,98.05,6305,6,active,10
1673,91.15,96.26,8029,8,active,2
2736,56.51,97.86,6965,8,highly active,9
2257,63.27,97.0,4594,9,highly active,2
3253,82.64,97.48,1657,6,sedentary,6
4750,75.48,97.7,3857,6,active,2
3294,78.29,98.01,2377,7,highly active,4
4630,87.16,99.53,9584,5,active,6
3805,76.62,97.02,2956,8,sedentary,10
4198,68.34,100.0,7156,6,sedentary,4
1146,78.89,94.25,2419,7,sedentary,10
3165,67.4,99.52,1318,4,active,4
4982,91.69,97.37,4978,6,active,8
1411,73.21,100.0,1735,7,active,6
2687,84.55,100.0,12497,8,active,2
4655,110.04,99.91,12085,6,highly active,10
3410,59.67,96.45,1884,7,sedentary,4
2532,56.72,99.92,3761,6,highly active,10
1136,71.32,98.47,12660,7,highly active,3
4246,63.78,96.57,8194,7,highly active,1
4360,85.5,99.84,3233,6,sedentary,7
4005,77.96,98.15,20851,3,active,6
4552,58.21,100.0,2933,7,active,2
1018,86.24,98.84,4978,4,highly active,9
3242,102.72,97.57,1111,8,sedentary,4
3377,63.01,93.86,8459,8,active,5
2959,79.88,93.91,206,3,highly active,2
3222,42.08,97.2,13088,7,active,5
2001,69.48,99.45,2539,7,highly active,3
1448,79.64,100.0,3232,7,active,8
2948,72.88,99.92,11330,5,active,3
1945,76.69,94.14,11781,7,active,2
2377,63.33,96.66,3576,5,active,3
2522,75.21,96.3,5649,8,sedentary,9
1140,68.84,99.72,7959,7,highly active,8
3805,56.56,97.35,8167,6,sedentary,2
3977,88.84,98.09,13010,5,highly active,5
1092,83.32,97.35,12891,6,highly active,7
1238,67.23,97.7,13224,8,active,1
1204,101.6,95.23,2186,8,active,4
3607,73.88,96.96,2079,5,highly active,10
2456,49.31,99.03,1054,6,active,5
1244,83.92,97.74,12257,6,sedentary,10
1831,72.94,98.01,438,7,highly active,9
4388,73.89,98.01,1018,6,highly active,3
3972,75.21,95.28,18246,8,sedentary,6
1294,71.08,95.83,936,9,active,9
3687,70.65,99.83,905,9,sedentary,3
1855,56.2,95.57,16787,10,sedentary,10
4353,67.06,97.05,2598,4,highly active,3
3064,78.67,95.54,14925,6,sedentary,7
1070,66.18,98.71,3320,5,highly active,8
2292,49.96,99.38,3275,5,active,4
2348,84.77,99.18,1017,9,sedentary,2
4865,85.39,97.83,17561,7,sedentary,7
1304,85.5,98.42,10039,4,highly active,6
4522,61.12,99.87,1790,10,sedentary,1
2030,75.21,97.29,9108,4,sedentary,2
2337,78.59,97.64,766,6,sedentary,7
1816,83.92,100.0,5194,7,sedentary,9
